# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:30:67": {"position": 0, "device": "biosignalspluxsolo", "device name": "00:07:80:0F:30:67", "device connection": "BTH00:07:80:0F:30:67", "sampling rate": 1000, "resolution": [16], "firmware version": 257, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-3-21", "time": "10:56:42.107", "channels": [1], "sensor": ["MICRO"], "label": ["MICRO"], "column": ["nSeq", "DI", "MICRO"], "special": [{}], "digital IO": [0, 1]}}
# EndOfHeader
0	0	32626	
1	0	32876	
2	0	32726	
3	0	32870	
4	0	32836	
5	0	32832	
6	0	32895	
7	0	32852	
8	0	33023	
9	0	32644	
10	0	32850	
11	0	32691	
12	0	32962	
13	0	32836	
14	0	32822	
15	0	32920	
16	0	32843	
17	0	33044	
18	0	32628	
19	0	32912	
20	0	32768	
21	0	32854	
22	0	32800	
23	0	32820	
24	0	32942	
25	0	32872	
26	0	32910	
27	0	32657	
28	0	32764	
29	0	32824	
30	0	32750	
31	0	32892	
32	0	32816	
33	0	32839	
34	0	32824	
35	0	32876	
36	0	32836	
37	0	32638	
38	0	32956	
39	0	32796	
40	0	32886	
41	0	32791	
42	0	32848	
43	0	32822	
44	0	32864	
45	0	32954	
46	0	32717	
47	0	32864	
48	0	32832	
49	0	32794	
50	0	32808	
51	0	32738	
52	0	32914	
53	0	32836	
54	0	32944	
55	0	32840	
56	0	32754	
57	0	32822	
58	0	32780	
59	0	32778	
60	0	32764	
61	0	32858	
62	0	32912	
63	0	32896	
64	0	32936	
65	0	32716	
66	0	32780	
67	0	32816	
68	0	32851	
69	0	32744	
70	0	32822	
71	0	32940	
72	0	32944	
73	0	32999	
74	0	32748	
75	0	32710	
76	0	32837	
77	0	32804	
78	0	32760	
79	0	32791	
80	0	32917	
81	0	32910	
82	0	32910	
83	0	32758	
84	0	32714	
85	0	32804	
86	0	32837	
87	0	32804	
88	0	32791	
89	0	32872	
90	0	32920	
91	0	32928	
92	0	32776	
93	0	32640	
94	0	32792	
95	0	32828	
96	0	32806	
97	0	32818	
98	0	32852	
99	0	32924	
100	0	32896	
101	0	32836	
102	0	32648	
103	0	32784	
104	0	32822	
105	0	32786	
106	0	32822	
107	0	32866	
108	0	32886	
109	0	32890	
110	0	32820	
111	0	32742	
112	0	32780	
113	0	32816	
114	0	32800	
115	0	32882	
116	0	32848	
117	0	32864	
118	0	32852	
119	0	32862	
120	0	32788	
121	0	32810	
122	0	32838	
123	0	32800	
124	0	32808	
125	0	32872	
126	0	32836	
127	0	32888	
128	0	32674	
129	0	32870	
130	0	32876	
131	0	32815	
132	0	32818	
133	0	32816	
134	0	32920	
135	0	32858	
136	0	32904	
137	0	32718	
138	0	32866	
139	0	32832	
140	0	32806	
141	0	32824	
142	0	32828	
143	0	32885	
144	0	32872	
145	0	32864	
146	0	32757	
147	0	32728	
148	0	32896	
149	0	32783	
150	0	32836	
151	0	32775	
152	0	32883	
153	0	32910	
154	0	32902	
155	0	32900	
156	0	32660	
157	0	32883	
158	0	32786	
159	0	32848	
160	0	32742	
161	0	32912	
162	0	32942	
163	0	32888	
164	0	32864	
165	0	32720	
166	0	32880	
167	0	32847	
168	0	32793	
169	0	32780	
170	0	32800	
171	0	32943	
172	0	32931	
173	0	32874	
174	0	32776	
175	0	32736	
176	0	32887	
177	0	32824	
178	0	32790	
179	0	32796	
180	0	32872	
181	0	32992	
182	0	32864	
183	0	32820	
184	0	32726	
185	0	32772	
186	0	32832	
187	0	32824	
188	0	32830	
189	0	32828	
190	0	32904	
191	0	32896	
192	0	32844	
193	0	32708	
194	0	32744	
195	0	32812	
196	0	32803	
197	0	32854	
198	0	32818	
199	0	32844	
200	0	32904	
201	0	32903	
202	0	32742	
203	0	32746	
204	0	32814	
205	0	32828	
206	0	32928	
207	0	32856	
208	0	32831	
209	0	32858	
210	0	32868	
211	0	32768	
212	0	32769	
213	0	32824	
214	0	32768	
215	0	32832	
216	0	32884	
217	0	32836	
218	0	32824	
219	0	32858	
220	0	32808	
221	0	32792	
222	0	32820	
223	0	32750	
224	0	32808	
225	0	32885	
226	0	32912	
227	0	32852	
228	0	32838	
229	0	32864	
230	0	32796	
231	0	32864	
232	0	32798	
233	0	32784	
234	0	32792	
235	0	32936	
236	0	32928	
237	0	32838	
238	0	32816	
239	0	32792	
240	0	32848	
241	0	32800	
242	0	32782	
243	0	32772	
244	0	32877	
245	0	32954	
246	0	32871	
247	0	32708	
248	0	32788	
249	0	32844	
250	0	32864	
251	0	32800	
252	0	32820	
253	0	32828	
254	0	32944	
255	0	32880	
256	0	32718	
257	0	32708	
258	0	32781	
259	0	32778	
260	0	32751	
261	0	32816	
262	0	32907	
263	0	32912	
264	0	32932	
265	0	32724	
266	0	32676	
267	0	32848	
268	0	32831	
269	0	32802	
270	0	32844	
271	0	32854	
272	0	32904	
273	0	32896	
274	0	32724	
275	0	32752	
276	0	32812	
277	0	32756	
278	0	32777	
279	0	32887	
280	0	32868	
281	0	32956	
282	0	32896	
283	0	32628	
284	0	32794	
285	0	32815	
286	0	32832	
287	0	32760	
288	0	32864	
289	0	32896	
290	0	32954	
291	0	32872	
292	0	32657	
293	0	32848	
294	0	32768	
295	0	32820	
296	0	32784	
297	0	32851	
298	0	32872	
299	0	32958	
300	0	32902	
301	0	32741	
302	0	32778	
303	0	32794	
304	0	32810	
305	0	32796	
306	0	32892	
307	0	32926	
308	0	32932	
309	0	32856	
310	0	32639	
311	0	32852	
312	0	32810	
313	0	32872	
314	0	32810	
315	0	32839	
316	0	32976	
317	0	32900	
318	0	32748	
319	0	32628	
320	0	32888	
321	0	32796	
322	0	32892	
323	0	32806	
324	0	32834	
325	0	32934	
326	0	32898	
327	0	32726	
328	0	32664	
329	0	32791	
330	0	32806	
331	0	32894	
332	0	32810	
333	0	32882	
334	0	32948	
335	0	32884	
336	0	32802	
337	0	32693	
338	0	32816	
339	0	32784	
340	0	32815	
341	0	32852	
342	0	32803	
343	0	32900	
344	0	32826	
345	0	32836	
346	0	32790	
347	0	32774	
348	0	32800	
349	0	32854	
350	0	32815	
351	0	32872	
352	0	32890	
353	0	32844	
354	0	32852	
355	0	32776	
356	0	32804	
357	0	32784	
358	0	32824	
359	0	32793	
360	0	32856	
361	0	32928	
362	0	32903	
363	0	32810	
364	0	32850	
365	0	32814	
366	0	32842	
367	0	32810	
368	0	32788	
369	0	32784	
370	0	32872	
371	0	32856	
372	0	32836	
373	0	32822	
374	0	32784	
375	0	32832	
376	0	32824	
377	0	32812	
378	0	32824	
379	0	32853	
380	0	32864	
381	0	32856	
382	0	32836	
383	0	32816	
384	0	32866	
385	0	32768	
386	0	32796	
387	0	32842	
388	0	32822	
389	0	32852	
390	0	32872	
391	0	32832	
392	0	32788	
393	0	32880	
394	0	32730	
395	0	32754	
396	0	32832	
397	0	32880	
398	0	32816	
399	0	32815	
400	0	32935	
401	0	32796	
402	0	32756	
403	0	32823	
404	0	32892	
405	0	32812	
406	0	32832	
407	0	32878	
408	0	32773	
409	0	32790	
410	0	32874	
411	0	32864	
412	0	32728	
413	0	32864	
414	0	32948	
415	0	32826	
416	0	32824	
417	0	32926	
418	0	32788	
419	0	32783	
420	0	32884	
421	0	32844	
422	0	32756	
423	0	32820	
424	0	32894	
425	0	32830	
426	0	32772	
427	0	32882	
428	0	32732	
429	0	32704	
430	0	32872	
431	0	32900	
432	0	32792	
433	0	32800	
434	0	32916	
435	0	32874	
436	0	32796	
437	0	32839	
438	0	32792	
439	0	32746	
440	0	32880	
441	0	32884	
442	0	32775	
443	0	32820	
444	0	32888	
445	0	32794	
446	0	32772	
447	0	32864	
448	0	32860	
449	0	32720	
450	0	32817	
451	0	32908	
452	0	32834	
453	0	32714	
454	0	32820	
455	0	32848	
456	0	32770	
457	0	32821	
458	0	32868	
459	0	32767	
460	0	32871	
461	0	32884	
462	0	32816	
463	0	32738	
464	0	32854	
465	0	32962	
466	0	32796	
467	0	32830	
468	0	32880	
469	0	32836	
470	0	32802	
471	0	32836	
472	0	32886	
473	0	32692	
474	0	32772	
475	0	32864	
476	0	32872	
477	0	32828	
478	0	32802	
479	0	32866	
480	0	32841	
481	0	32839	
482	0	32788	
483	0	32789	
484	0	32828	
485	0	32886	
486	0	32816	
487	0	32808	
488	0	32844	
489	0	32800	
490	0	32852	
491	0	32848	
492	0	32816	
493	0	32740	
494	0	32886	
495	0	32912	
496	0	32784	
497	0	32792	
498	0	32886	
499	0	32832	
500	0	32814	
501	0	32856	
502	0	32775	
503	0	32776	
504	0	32834	
505	0	32880	
506	0	32808	
507	0	32780	
508	0	32814	
509	0	32884	
510	0	32780	
511	0	32832	
512	0	32858	
513	0	32790	
514	0	32800	
515	0	32878	
516	0	32856	
517	0	32802	
518	0	32795	
519	0	32903	
520	0	32838	
521	0	32800	
522	0	32869	
523	0	32837	
524	0	32804	
525	0	32844	
526	0	32832	
527	0	32802	
528	0	32790	
529	0	32885	
530	0	32824	
531	0	32818	
532	0	32884	
533	0	32768	
534	0	32800	
535	0	32826	
536	0	32844	
537	0	32831	
538	0	32813	
539	0	32856	
540	0	32904	
541	0	32780	
542	0	32872	
543	0	32807	
544	0	32848	
545	0	32832	
546	0	32874	
547	0	32776	
548	0	32820	
549	0	32864	
550	0	32876	
551	0	32820	
552	0	32800	
553	0	32808	
554	0	32812	
555	0	32828	
556	0	32892	
557	0	32786	
558	0	32819	
559	0	32843	
560	0	32794	
561	0	32829	
562	0	32807	
563	0	32852	
564	0	32864	
565	0	32836	
566	0	32856	
567	0	32879	
568	0	32830	
569	0	32822	
570	0	32788	
571	0	32776	
572	0	32880	
573	0	32836	
574	0	32852	
575	0	32832	
576	0	32852	
577	0	32832	
578	0	32851	
579	0	32842	
580	0	32828	
581	0	32824	
582	0	32848	
583	0	32850	
584	0	32826	
585	0	32848	
586	0	32815	
587	0	32740	
588	0	32789	
589	0	32852	
590	0	32834	
591	0	32822	
592	0	32844	
593	0	32864	
594	0	32864	
595	0	32848	
596	0	32800	
597	0	32810	
598	0	32820	
599	0	32797	
600	0	32826	
601	0	32800	
602	0	32813	
603	0	32900	
604	0	32874	
605	0	32752	
606	0	32820	
607	0	32840	
608	0	32759	
609	0	32822	
610	0	32891	
611	0	32720	
612	0	32816	
613	0	32928	
614	0	32824	
615	0	32768	
616	0	32836	
617	0	32848	
618	0	32755	
619	0	32824	
620	0	32904	
621	0	32836	
622	0	32776	
623	0	32886	
624	0	32833	
625	0	32740	
626	0	32828	
