timestamps,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8,stim
1681244882.1999335,101959.0078125,102009.609375,102154.2734375,102165.8984375,102141.0390625,102300.9921875,102309.9296875,102324.1484375,0.0
1681244882.2099116,101164.8046875,101215.5,101359.7109375,101371.515625,101346.75,101506.25,101514.8359375,101529.40625,0.0
1681244882.209931,99723.921875,99774.5234375,99918.2890625,99929.828125,99905.2421875,100064.203125,100073.5,100087.1796875,0.0
1681244882.209937,99712.296875,99762.90625,99906.3984375,99917.9375,99893.5234375,100052.578125,100061.96875,100075.9140625,0.0
1681244882.212954,101183.9375,101234.5390625,101378.484375,101390.46875,101365.8828125,101525.7421875,101534.4140625,101548.71875,0.0
1681244882.2129693,102212.8359375,102263.6171875,102407.828125,102419.71875,102395.046875,102555.4375,102563.6640625,102578.5078125,0.0
1681244882.2148528,101434.8125,101485.328125,101629.09375,101640.8984375,101616.3984375,101776.2578125,101784.84375,101799.6875,0.0
1681244882.2286737,99988.65625,100039.8828125,100182.671875,100194.828125,100170.1484375,100329.3828125,100338.59375,100352.71875,0.0
1681244882.234898,99954.234375,100005.375,100148.515625,100160.046875,100135.8203125,100294.9609375,100304.171875,100317.9453125,0.0
1681244882.2349105,101421.1328125,101472.09375,101615.859375,101627.484375,101603.078125,101762.8515625,101771.4296875,101785.9140625,0.0
1681244882.2349145,102466.03125,102517.171875,102660.9375,102673.1875,102648.0703125,102808.734375,102816.8671875,102831.53125,0.0
1681244882.2592213,101703.9296875,101754.8046875,101898.75,101910.640625,101885.78125,102045.8203125,102054.4921875,102068.890625,0.0
1681244882.2592444,100253.9296875,100304.890625,100448.1171875,100459.921875,100435.6015625,100594.7421875,100603.953125,100617.9921875,0.0
1681244882.2836766,100198.1328125,100249.1875,100392.59375,100404.3984375,100379.8984375,100539.046875,100548.2578125,100562.203125,0.0
1681244882.2861476,101655.109375,101706.25,101850.1953125,101862.09375,101837.0546875,101996.9140625,102005.5859375,102019.984375,0.0
1681244882.288677,102713.3359375,102764.203125,102908.6875,102920.578125,102895.546875,103056.4765625,103063.8984375,103078.921875,0.0
1681244882.3250723,101965.625,102016.140625,102160.3515625,102172.15625,102147.5703125,102307.9609375,102316.1875,102330.8515625,0.0
1681244882.3498833,100512.578125,100563.1875,100706.953125,100718.6640625,100694.2578125,100853.578125,100862.96875,100876.46875,0.0
1681244882.376247,100438.015625,100488.890625,100632.296875,100644.0078125,100619.421875,100779.1953125,100788.3125,100801.9921875,0.0
1681244882.381172,101889.8046875,101940.5859375,102084.4453125,102096.515625,102071.5703125,102231.875,102240.28125,102254.8515625,0.0
1681244882.3835883,102964.1171875,103015.2578125,103159.7421875,103172.078125,103146.328125,103307.53125,103315.3984375,103329.9765625,0.0
1681244882.386074,102231.4296875,102282.390625,102426.78125,102438.8515625,102413.375,102574.125,102582.53125,102597.1015625,0.0
1681244882.3885736,100774.453125,100825.328125,100969.0,100980.625,100956.1328125,101115.8984375,101124.75,101139.0546875,0.0
1681244882.3910828,100678.96875,100730.015625,100873.4296875,100885.140625,100860.8203125,101020.140625,101029.265625,101043.03125,0.0
1681244882.3987963,102121.3671875,102172.5078125,102316.28125,102328.4375,102303.3125,102463.890625,102472.2890625,102487.046875,0.0
1681244882.4018035,103212.2265625,103263.1875,103407.7578125,103420.09375,103394.5234375,103556.0859375,103563.5078125,103578.796875,0.0
1681244882.401816,102495.2734375,102546.5859375,102690.7109375,102702.515625,102677.484375,102838.328125,102846.375,102861.125,0.0
1681244882.4037151,101036.0625,101087.203125,101230.96875,101242.9453125,101217.8203125,101377.953125,101386.625,101400.6640625,0.0
1681244882.4062169,100920.8125,100971.2421875,101115.71875,101126.984375,101102.6640625,101262.3515625,101271.0234375,101285.234375,0.0
1681244882.408741,102354.8984375,102405.6875,102550.078125,102561.5234375,102537.0234375,102697.6015625,102705.46875,102720.6640625,0.0
1681244882.4111893,103458.984375,103510.21875,103654.96875,103666.3203125,103641.375,103802.9375,103810.0859375,103825.9140625,0.0
1681244882.413646,102758.3984375,102809.8046875,102954.2890625,102965.90625,102940.7890625,103101.984375,103109.5859375,103124.875,0.0
1681244882.416191,101296.59375,101347.8203125,101491.859375,101503.390625,101478.984375,101638.84375,101647.15625,101661.8203125,0.0
1681244882.4211867,101159.7109375,101210.8515625,101354.5234375,101366.2421875,101342.0078125,101501.6015625,101510.359375,101524.7578125,0.0
1681244882.423658,102587.2734375,102638.4140625,102782.8046875,102794.9609375,102770.015625,102930.5,102938.640625,102953.5703125,0.0
1681244882.4261312,103707.984375,103759.578125,103904.1484375,103916.390625,103891.0,104052.2890625,104059.890625,104075.4453125,0.0
1681244882.428692,103023.21875,103074.5390625,103218.84375,103231.0,103205.609375,103367.078125,103374.6796875,103389.875,0.0
1681244882.4312036,101556.5859375,101607.4609375,101751.671875,101763.296875,101738.3515625,101899.1015625,101907.5078125,101921.8125,0.0
1681244882.433686,101398.9609375,101449.8359375,101593.9609375,101605.3125,101580.7265625,101741.03125,101749.703125,101764.0078125,2.0
1681244882.4361947,102818.5625,102869.6171875,103013.921875,103025.8125,103000.6015625,103161.890625,103169.484375,103184.6875,0.0
1681244882.444,103954.8359375,104005.7109375,104150.28125,104162.3515625,104137.140625,104298.609375,104305.9375,104321.5859375,0.0
1681244882.4440238,103287.234375,103337.84375,103482.6796875,103494.5703125,103469.625,103630.3828125,103638.4296875,103653.265625,0.0
1681244882.444029,101819.53125,101870.5859375,102014.7109375,102026.5078125,102001.8359375,102161.875,102170.546875,102184.9375,0.0
1681244882.4440348,101638.5703125,101689.625,101833.390625,101845.3671875,101820.515625,101980.9140625,101989.2265625,102003.3515625,0.0
1681244882.4440389,103045.390625,103096.171875,103240.921875,103253.0859375,103227.515625,103388.8046875,103396.578125,103411.15625,0.0
1681244882.4440436,104194.453125,104245.6796875,104390.34375,104402.5859375,104377.109375,104538.9375,104546.265625,104561.375,0.0
1681244882.4474308,103544.546875,103595.78125,103739.8125,103752.15625,103726.765625,103888.3203125,103896.1015625,103910.8515625,0.0
1681244882.447474,102075.59375,102126.734375,102270.9453125,102282.75,102257.4453125,102418.3828125,102426.515625,102440.9140625,0.0
1681244882.4474812,101874.9609375,101926.015625,102070.40625,102082.1171875,102056.90625,102217.75,102226.0625,102240.7265625,0.0
1681244882.4512365,103275.8828125,103327.2890625,103471.4140625,103483.9296875,103458.453125,103619.828125,103627.5234375,103642.8984375,0.0
1681244882.4549303,104440.5859375,104491.3671875,104636.65625,104649.171875,104623.2421875,104785.0703125,104792.40625,104808.140625,0.0
1681244882.4549408,103804.90625,103855.6875,104000.703125,104012.8671875,103987.3828125,104148.5859375,104156.2734375,104171.7421875,0.0
1681244882.4549465,102333.0859375,102384.3125,102528.2578125,102540.5078125,102515.296875,102676.140625,102684.1875,102698.9375,0.0
1681244882.4587371,102112.96875,102163.8359375,102308.234375,102320.125,102295.0,102455.84375,102463.6171875,102478.1015625,0.0
1681244882.4622965,103504.5859375,103555.4609375,103700.296875,103712.6328125,103686.9765625,103848.3515625,103855.6875,103871.15625,0.0
1681244882.46231,104684.0390625,104734.828125,104879.7578125,104892.5390625,104866.5234375,105028.3515625,105035.6796875,105051.5078125,0.0
1681244882.46233,104065.96875,104116.7578125,104261.4140625,104274.46875,104248.0078125,104409.828125,104416.984375,104432.8125,0.0
1681244882.46732,102594.0625,102645.3828125,102789.5078125,102801.84375,102776.1875,102937.03125,102945.078125,102960.0078125,0.0
1681244882.4673417,102351.5,102403.0,102547.0390625,102558.8359375,102533.984375,102694.46875,102702.6015625,102717.265625,0.0
1681244882.4673593,103733.109375,103784.4296875,103929.1796875,103941.25,103916.125,104077.328125,104084.5703125,104099.859375,0.0
1681244882.4705164,104926.3359375,104977.5625,105122.5859375,105135.1875,105109.6171875,105271.7109375,105277.9765625,105293.9765625,0.0
1681244882.4705367,104323.734375,104374.78125,104519.7109375,104532.3203125,104506.5703125,104668.578125,104675.1015625,104691.015625,0.0
1681244882.4742627,102850.5703125,102902.1640625,103046.375,103058.625,103033.140625,103194.5234375,103201.8515625,103217.0546875,0.0
1681244882.474298,102588.5234375,102640.0234375,102784.3203125,102796.2109375,102771.09375,102931.84375,102939.7109375,102954.640625,0.0
1681244882.4761777,103962.6171875,104013.671875,104158.328125,104170.84375,104145.1875,104306.5625,104313.71875,104329.3671875,0.0
1681244882.4786687,105168.1796875,105219.0546875,105363.984375,105376.859375,105351.015625,105512.578125,105519.7265625,105535.9140625,0.0
1681244882.4811585,104583.1953125,104633.9765625,104778.28125,104791.328125,104765.8515625,104927.40625,104934.3828125,104950.296875,0.0
1681244882.4836757,103107.796875,103158.8515625,103302.9765625,103315.3984375,103289.921875,103451.2109375,103458.6328125,103473.6484375,0.0
1681244882.4861734,102825.453125,102876.3203125,103020.890625,103033.234375,103007.6640625,103168.4140625,103176.4609375,103191.2109375,0.0
1681244882.4886997,104188.90625,104239.5078125,104384.7109375,104396.8671875,104371.296875,104533.03125,104540.09375,104555.921875,0.0
1681244882.4912207,105406.1796875,105456.4296875,105601.8046875,105614.0546875,105588.6640625,105750.6640625,105757.1953125,105773.8203125,0.0
1681244882.4962265,104838.4453125,104889.0546875,105034.3359375,105046.40625,105021.2890625,105182.7578125,105189.640625,105205.640625,0.0
1681244882.4987073,103365.828125,103417.234375,103561.984375,103573.6953125,103548.3984375,103709.4140625,103717.1953125,103732.125,0.0
1681244882.5012152,103062.2890625,103113.7890625,103257.8203125,103270.25,103244.6796875,103405.4296875,103413.5703125,103428.3203125,0.0
1681244882.5067768,104414.65625,104465.7109375,104610.546875,104623.2421875,104597.5859375,104758.96875,104766.1171875,104781.8515625,0.0
1681244882.5067997,105646.7734375,105697.46875,105842.9375,105855.6328125,105830.0625,105991.6171875,105998.7734375,106014.7734375,0.0
1681244882.5087168,105097.7265625,105148.6015625,105293.7109375,105306.3125,105280.390625,105442.2109375,105449.2734375,105465.28125,0.0
1681244882.5111628,103621.4375,103672.2265625,103816.796875,103829.21875,103803.296875,103964.8515625,103972.09375,103987.828125,0.0
1681244882.5136626,103293.9453125,103344.9921875,103489.1171875,103501.6328125,103476.15625,103637.265625,103645.1328125,103660.0625,0.0
1681244882.5193217,104636.75,104687.6171875,104832.28125,104845.15625,104819.2265625,104981.0546875,104988.1171875,105003.671875,0.0
1681244882.5193484,105881.9140625,105932.4296875,106077.8046875,106091.1328125,106065.109375,106227.296875,106233.734375,106249.828125,0.0
1681244882.5211985,105345.3828125,105396.2578125,105541.2734375,105554.2421875,105528.3125,105690.3203125,105697.2890625,105713.03125,0.0
1681244882.5237036,103870.171875,103920.7734375,104065.6171875,104078.1328125,104052.5625,104213.9375,104221.6328125,104236.7421875,0.0
1681244882.530474,103528.9921875,103579.328125,103724.171875,103736.59375,103711.1171875,103872.140625,103880.0078125,103894.7578125,0.0
1681244882.5305176,104862.3203125,104913.375,105058.390625,105071.265625,105045.0703125,105206.8046875,105214.046875,105229.6015625,0.0
1681244882.5355055,106119.2890625,106170.2578125,106315.453125,106328.4140625,106302.3125,106464.7578125,106471.46875,106487.3828125,0.0
1681244882.5355206,105601.984375,105653.2109375,105798.234375,105811.1953125,105785.265625,105947.5390625,105954.0703125,105969.890625,0.0
1681244882.5424228,104124.53125,104175.5859375,104320.3359375,104332.9375,104307.4609375,104468.75,104475.9921875,104491.015625,0.0
1681244882.5467985,103760.9140625,103812.0546875,103956.4453125,103968.875,103943.3984375,104104.5078125,104112.28125,104127.125,0.0
1681244882.5468097,105084.5859375,105135.28125,105280.4765625,105293.2578125,105267.3359375,105429.1640625,105436.1328125,105452.046875,0.0
1681244882.5537057,106353.0,106403.9609375,106549.4296875,106562.6640625,106536.1953125,106698.828125,106705.0,106721.71875,0.0
1681244882.5642612,105853.7578125,105904.625,106050.1796875,106062.7890625,106036.5,106198.953125,106205.484375,106221.84375,0.0
1681244882.564277,104378.71875,104429.5,104574.25,104586.5,104560.8359375,104722.484375,104730.0,104745.46875,0.0
1681244882.5661516,103995.34375,104046.390625,104190.9609375,104203.390625,104177.734375,104339.203125,104346.7109375,104362.265625,0.0
1681244882.571201,105306.9375,105358.171875,105503.7265625,105515.796875,105490.046875,105652.3203125,105658.9375,105675.1171875,0.0
1681244882.5755186,106585.4609375,106636.6875,106782.2421875,106794.5859375,106769.015625,106931.375,106937.6328125,106954.3515625,0.0
1681244882.575529,106103.5546875,106154.34375,106299.8984375,106311.9609375,106286.21875,106448.671875,106455.28125,106471.734375,0.0
1681244882.5824664,104627.8046875,104678.6796875,104823.875,104835.9453125,104810.109375,104972.5625,104979.265625,104995.0,0.0
1681244882.5880375,104223.7734375,104274.3828125,104419.84375,104431.46875,104406.078125,104567.8125,104574.7890625,104590.4296875,0.0
1681244882.5880632,105526.4375,105577.125,105722.859375,105734.9296875,105709.359375,105871.3671875,105878.34375,105894.34375,0.0
1681244882.5949492,106819.078125,106870.4921875,107015.953125,107028.921875,107002.6328125,107165.171875,107171.703125,107188.15625,0.0
1681244882.5987332,106355.234375,106406.828125,106552.109375,106564.8984375,106538.8828125,106701.15625,106707.59375,106724.1328125,0.0
1681244882.6242528,104881.9921875,104933.21875,105078.234375,105090.484375,105064.828125,105226.65625,105233.71875,105249.5390625,0.0
1681244882.6242828,104458.0234375,104509.25,104654.359375,104666.34375,104640.765625,104802.6875,104809.484375,104825.125,0.0
1681244882.648733,105745.75,105797.15625,105942.8046875,105955.0546875,105929.03125,106091.9375,106098.015625,106113.8359375,0.0
1681244882.67057,107051.0,107102.234375,107247.6953125,107260.75,107234.1953125,107397.453125,107403.53125,107419.625,0.0
1681244882.6705873,106606.0234375,106656.984375,106802.8125,106815.5078125,106789.21875,106951.8515625,106958.375,106974.5625,0.0
1681244882.6724367,105135.1875,105186.421875,105331.4375,105344.046875,105318.1171875,105480.125,105486.9140625,105502.7421875,0.0
1681244882.676161,104687.0859375,104738.578125,104883.421875,104896.0234375,104870.1015625,105031.8359375,105039.078125,105054.453125,0.0
1681244882.6786954,105967.2109375,106018.4453125,106163.8203125,106176.9609375,106150.140625,106312.59375,106319.7421875,106335.296875,0.0
1681244882.68123,107284.984375,107336.125,107481.765625,107495.0859375,107468.4453125,107631.1640625,107637.78125,107654.0546875,0.0
1681244882.6836877,106855.828125,106906.875,107052.96875,107065.578125,107039.2890625,107201.8359375,107208.4453125,107224.8125,0.0
1681244882.6862032,105383.203125,105433.8125,105579.71875,105591.96875,105565.7734375,105727.8671875,105734.75,105750.84375,0.0
1681244882.688692,104916.5,104967.28125,105113.015625,105125.1796875,105099.0703125,105260.8046875,105268.046875,105283.78125,0.0
1681244882.6911783,106184.828125,106235.609375,106381.2578125,106394.3984375,106367.578125,106530.4765625,106536.9140625,106552.828125,0.0
1681244882.6935976,107512.609375,107563.21875,107709.75,107722.453125,107695.5390625,107859.328125,107864.9609375,107881.5078125,0.0
1681244882.69869,107099.1953125,107150.3359375,107296.6953125,107309.4765625,107282.390625,107445.6484375,107451.8125,107468.53125,0.0
1681244882.701199,105629.5234375,105680.3046875,105826.3046875,105838.8203125,105812.359375,105974.71875,105981.609375,105997.7890625,0.0
1681244882.7036893,105146.6328125,105197.328125,105343.0625,105355.4921875,105329.2890625,105491.4765625,105498.1796875,105514.546875,0.0
1681244882.7086923,106402.265625,106453.140625,106598.9609375,106612.015625,106585.4609375,106748.0,106754.2578125,106770.9765625,0.0
1681244882.7117603,107739.9765625,107790.84375,107937.0234375,107950.4375,107923.4375,108086.6953125,108092.4140625,108109.3125,0.0
1681244882.711779,107347.1171875,107397.9921875,107544.171875,107557.3125,107530.4921875,107693.484375,107699.3828125,107716.1875,0.0
1681244882.7142653,105881.3828125,105931.8984375,106077.8046875,106090.7734375,106064.125,106226.7578125,106232.8359375,106249.46875,0.0
1681244882.7142951,105378.015625,105428.8046875,105574.359375,105587.140625,105560.765625,105723.21875,105729.4765625,105745.9296875,0.0
1681244882.7173536,106622.3828125,106673.078125,106819.078125,106831.8671875,106805.3984375,106968.3046875,106974.203125,106991.1875,0.0
1681244882.7173738,107971.265625,108022.0546875,108168.4140625,108181.4609375,108154.5546875,108318.34375,108323.796875,108341.234375,0.0
1681244882.7173789,107597.0078125,107648.1484375,107794.2421875,107807.2109375,107780.5625,107943.8203125,107949.8125,107966.796875,0.0
1681244882.7212205,106130.3828125,106181.4296875,106327.25,106340.125,106313.6640625,106476.1171875,106482.8203125,106499.1796875,0.0
1681244882.7236457,105606.8125,105657.5078125,105803.1484375,105816.0234375,105789.828125,105952.015625,105958.8984375,105974.9921875,0.0
1681244882.7267601,106837.859375,106888.7265625,107034.90625,107047.78125,107021.0546875,107184.0390625,107190.296875,107206.9296875,0.0
1681244882.7267873,108198.359375,108249.4140625,108396.0390625,108409.0078125,108382.09375,108545.53125,108551.34375,108568.328125,0.0
1681244882.7292564,107841.625,107892.859375,108039.3046875,108052.453125,108025.2734375,108188.6171875,108194.609375,108211.5078125,0.0
1681244882.7292905,106376.9609375,106428.1953125,106573.9296875,106586.4453125,106560.25,106722.7890625,106729.4921875,106745.765625,0.0
1681244882.7312458,105832.65625,105883.4375,106029.171875,106041.5078125,106015.578125,106177.9453125,106184.9140625,106200.65625,0.0
1681244882.734298,107054.84375,107105.8125,107251.6328125,107264.59375,107238.3125,107401.2109375,107407.6484375,107423.921875,0.0
1681244882.7343187,108423.578125,108474.6328125,108620.9921875,108634.21875,108607.3125,108770.8359375,108776.6484375,108793.7265625,0.0
1681244882.7399445,108084.4609375,108135.6875,108281.9609375,108295.1875,108268.1875,108431.5390625,108437.6171875,108454.3359375,0.0
1681244882.744279,106622.65625,106673.9765625,106819.4375,106832.4921875,106806.1171875,106968.9296875,106975.1875,106991.8125,0.0
1681244882.7443206,106058.8515625,106109.90625,106255.3671875,106267.9765625,106242.046875,106404.6796875,106410.8515625,106427.2109375,0.0
1681244882.7512052,107267.90625,107318.8671875,107464.8671875,107478.0078125,107451.28125,107614.53125,107620.6171875,107637.15625,0.0
1681244882.7630277,108646.7421875,108697.96875,108844.328125,108857.6484375,108830.5625,108994.4453125,108999.8046875,109017.1484375,0.0
1681244882.7630513,108328.453125,108379.4140625,108525.6796875,108538.9140625,108511.9140625,108675.6171875,108681.25,108698.59375,0.0
1681244882.76676,106868.8828125,106919.84375,107065.3984375,107078.8046875,107052.078125,107214.8828125,107221.234375,107237.7734375,0.0
1681244882.7667804,106286.390625,106336.90625,106482.640625,106495.515625,106469.234375,106631.7734375,106638.296875,106654.390625,0.0
1681244882.7742043,107483.1953125,107534.25,107680.4296875,107693.390625,107666.65625,107829.9140625,107835.8203125,107852.625,0.0
1681244882.7742252,108874.0078125,108925.5078125,109071.6875,109085.1875,109057.7421875,109221.71875,109227.171875,109244.6953125,0.0
1681244882.7918043,108573.0703125,108624.296875,108770.390625,108783.890625,108756.53125,108920.59375,108926.046875,108943.5703125,0.0
1681244882.7918432,107113.859375,107164.8203125,107310.8203125,107323.515625,107296.78125,107460.1328125,107466.390625,107483.109375,0.0
1681244882.7949011,106509.9140625,106560.9609375,106706.875,106719.390625,106693.1953125,106856.09375,106862.4453125,106878.5390625,0.0
1681244882.7949364,107695.0,107746.234375,107892.234375,107905.2890625,107878.734375,108042.171875,108047.7109375,108064.5234375,0.0
1681244882.7949567,109094.7578125,109145.8984375,109292.703125,109305.7578125,109278.7578125,109442.7265625,109448.09375,109465.703125,0.0
1681244882.7980056,108814.1953125,108865.25,109011.875,109024.9296875,108997.84375,109161.6328125,109167.0,109184.5234375,0.0
1681244882.798013,107361.15625,107412.1171875,107558.296875,107571.171875,107544.7109375,107707.515625,107713.6015625,107730.5859375,0.0
1681244882.8037007,106739.8671875,106790.921875,106936.828125,106949.703125,106923.0625,107085.6953125,107092.3125,107108.578125,0.0
1681244882.813681,107910.0234375,107961.078125,108107.1640625,108120.671875,108093.9375,108256.921875,108262.734375,108279.7265625,0.0
1681244882.8168125,109319.2578125,109370.484375,109516.9375,109530.796875,109503.4375,109667.5,109672.6875,109690.3828125,0.0
1681244882.8168268,109053.8984375,109104.953125,109251.6640625,109264.984375,109237.71875,109401.6015625,109407.234375,109424.9375,0.0
1681244882.8261445,107605.328125,107656.0234375,107802.2890625,107815.34375,107788.5234375,107951.78125,107957.9453125,107975.0234375,0.0
1681244882.829317,106963.7421875,107014.2578125,107160.5234375,107173.3984375,107146.7578125,107309.4765625,107315.9140625,107332.6328125,0.0
1681244882.8293295,108119.5078125,108169.75,108316.6484375,108329.7890625,108302.7890625,108466.1328125,108471.9453125,108489.0234375,0.0
1681244882.8311567,109537.5,109587.4765625,109734.4609375,109748.234375,109720.9609375,109884.9375,109890.2109375,109907.9140625,0.0
1681244882.8436444,109295.5625,109345.8984375,109492.6171875,109506.2109375,109479.3828125,109643.0,109648.2734375,109665.796875,0.0
1681244882.846799,107847.2578125,107897.953125,108044.1328125,108057.3671875,108030.453125,108193.53125,108199.6171875,108216.6875,0.0
1681244882.846814,107187.4375,107238.3125,107384.3984375,107397.1875,107370.6328125,107533.625,107539.703125,107556.78125,0.0
